symptoms,label
"loss of taste, fatigue, shortness of breath, dry cough, high fever",COVID-19
"sneezing, itchy eyes",Allergic Rhinitis
"muscle pain, fever, sore throat, chills, cough",Flu
"loss of taste, high fever",COVID-19
"headache, nausea",Malaria
"sneezing, runny nose, itchy eyes",Allergic Rhinitis
"headache, rash, muscle pain, high fever",Dengue
"high fever, sweats",Malaria
"sneezing, nasal congestion, runny nose",Allergic Rhinitis
"persistent cough with mucus, chest discomfort",Bronchitis
"chills, sore throat, fever",Flu
"headache, runny nose, nasal congestion",Sinusitis
"coughing, shortness of breath",Asthma
"nasal congestion, runny nose, itchy eyes, sneezing",Allergic Rhinitis
"persistent cough with mucus, fatigue",Bronchitis
"runny nose, sore throat",Common Cold
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"nausea, abdominal pain, vomiting, fever",Gastroenteritis
"vomiting, fever, abdominal pain",Gastroenteritis
"sensitivity to light, headache, high fever",Meningitis
"runny nose, headache, facial pain, nasal congestion",Sinusitis
"chest pain, shortness of breath, cough, fever",Pneumonia
"shortness of breath, coughing, wheezing",Asthma
"itchy eyes, nasal congestion",Allergic Rhinitis
"chills, headache, sweats, nausea",Malaria
"chest pain, fever",Pneumonia
"shortness of breath, loss of taste, fatigue, high fever",COVID-19
"coughing, shortness of breath",Asthma
"rash, fever, fatigue, loss of appetite",Chickenpox
"nausea, abdominal pain",Gastroenteritis
"fever, shortness of breath",Pneumonia
"sore throat, sneezing, mild headache",Common Cold
"weight loss, persistent cough, chest pain, night sweats",Tuberculosis
"high fever, muscle pain, headache, rash, joint pain",Dengue
"sensitivity to light, high fever, headache, stiff neck",Meningitis
"runny nose, sore throat, sneezing",Common Cold
"sneezing, runny nose",Common Cold
"sneezing, sore throat, runny nose, mild headache",Common Cold
"cough, fever, shortness of breath, chest pain",Pneumonia
"mild headache, sore throat",Common Cold
"rash, high fever",Dengue
"chest pain, night sweats",Tuberculosis
"nausea, fever, diarrhea",Gastroenteritis
"dizziness, light sensitivity, nausea, vomiting, headache",Migraine
"wheezing, chest tightness, shortness of breath",Asthma
"stiff neck, high fever",Meningitis
"muscle pain, high fever, headache",Dengue
"shortness of breath, chest pain",Pneumonia
"vomiting, abdominal pain",Gastroenteritis
"headache, rash, high fever",Dengue
"high fever, dry cough, loss of taste, shortness of breath, fatigue",COVID-19
"diarrhea, fever, vomiting, nausea",Gastroenteritis
"headache, joint pain, rash, high fever",Dengue
"headache, sensitivity to light, high fever, stiff neck",Meningitis
"headache, runny nose, facial pain",Sinusitis
"rash, fatigue, loss of appetite",Chickenpox
"chest tightness, coughing",Asthma
"sneezing, mild headache, sore throat",Common Cold
"muscle pain, cough, sore throat, fever, chills",Flu
"chest pain, cough",Pneumonia
"headache, nausea, chills, high fever",Malaria
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"shortness of breath, dry cough, high fever, loss of taste, fatigue",COVID-19
"sore throat, mild headache",Common Cold
"high fever, chills, headache, nausea, sweats",Malaria
"night sweats, persistent cough",Tuberculosis
"runny nose, sneezing, mild headache",Common Cold
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"cough, shortness of breath, chest pain",Pneumonia
"high fever, headache",Malaria
"loss of taste, high fever, shortness of breath, fatigue, dry cough",COVID-19
"shortness of breath, fatigue, loss of taste",COVID-19
"chest tightness, shortness of breath, coughing",Asthma
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"chest pain, night sweats, weight loss",Tuberculosis
"fatigue, chest discomfort",Bronchitis
"high fever, headache, stiff neck",Meningitis
"headache, nasal congestion, facial pain",Sinusitis
"fever, muscle pain, fatigue, cough",Flu
"high fever, loss of taste",COVID-19
"nausea, chills",Malaria
"headache, sweats",Malaria
"cough, fever, shortness of breath, chest pain",Pneumonia
"fatigue, fever",Chickenpox
"sensitivity to light, high fever",Meningitis
"rash, loss of appetite",Chickenpox
"fever, chest pain, cough, shortness of breath",Pneumonia
"abdominal pain, vomiting, diarrhea",Gastroenteritis
"sweats, headache, high fever, nausea",Malaria
"coughing, shortness of breath, chest tightness",Asthma
"cough, sore throat, fever",Flu
"muscle pain, fever, sore throat, chills, fatigue",Flu
"sensitivity to light, stiff neck, high fever, headache",Meningitis
"loss of appetite, fatigue, fever, rash",Chickenpox
"chills, sore throat, cough, fatigue, muscle pain",Flu
"sweats, chills",Malaria
"joint pain, headache, high fever, rash",Dengue
"fever, sore throat, fatigue, chills, muscle pain",Flu
"high fever, fatigue",COVID-19
"sore throat, fever, muscle pain, chills",Flu
"rash, fatigue",Chickenpox
"fatigue, sore throat",Flu
"high fever, sweats, headache",Malaria
"wheezing, shortness of breath, coughing",Asthma
"high fever, fatigue, loss of taste, shortness of breath",COVID-19
"nausea, vomiting",Migraine
"shortness of breath, chest tightness, coughing",Asthma
"loss of appetite, fatigue",Chickenpox
"persistent cough with mucus, fatigue",Bronchitis
"wheezing, shortness of breath, coughing",Asthma
"shortness of breath, wheezing, coughing",Asthma
"chest pain, fever, shortness of breath, cough",Pneumonia
"chills, nausea",Malaria
"mild headache, sneezing, runny nose, sore throat",Common Cold
"abdominal pain, diarrhea, fever, vomiting",Gastroenteritis
"high fever, headache, joint pain, muscle pain, rash",Dengue
"loss of taste, high fever, dry cough",COVID-19
"rash, joint pain, muscle pain, headache",Dengue
"fever, muscle pain, cough, fatigue",Flu
"persistent cough, night sweats",Tuberculosis
"itchy eyes, runny nose, nasal congestion, sneezing",Allergic Rhinitis
"light sensitivity, headache, dizziness",Migraine
"sneezing, nasal congestion",Allergic Rhinitis
"high fever, dry cough, shortness of breath",COVID-19
"shortness of breath, wheezing, coughing, chest tightness",Asthma
"sneezing, itchy eyes, runny nose",Allergic Rhinitis
"high fever, nausea",Malaria
"headache, sweats",Malaria
"shortness of breath, wheezing, coughing, chest tightness",Asthma
"muscle pain, high fever, joint pain, headache",Dengue
"chest pain, cough, fever, shortness of breath",Pneumonia
"cough, sore throat, muscle pain, fatigue, chills",Flu
"sneezing, itchy eyes, runny nose, nasal congestion",Allergic Rhinitis
"nausea, dizziness",Migraine
"high fever, loss of taste, dry cough, fatigue",COVID-19
"nausea, vomiting, diarrhea, fever",Gastroenteritis
"nasal congestion, runny nose",Allergic Rhinitis
"joint pain, muscle pain, rash, high fever, headache",Dengue
"chest discomfort, persistent cough with mucus",Bronchitis
"facial pain, nasal congestion",Sinusitis
"facial pain, headache, nasal congestion",Sinusitis
"sore throat, fatigue, fever, muscle pain",Flu
"dry cough, high fever, fatigue",COVID-19
"chest discomfort, persistent cough with mucus",Bronchitis
"persistent cough, weight loss, night sweats, chest pain",Tuberculosis
"stiff neck, headache, high fever, sensitivity to light",Meningitis
"mild headache, runny nose, sore throat",Common Cold
"high fever, headache, sensitivity to light, stiff neck",Meningitis
"dry cough, shortness of breath, fatigue",COVID-19
"headache, runny nose",Sinusitis
"nasal congestion, sneezing, runny nose, itchy eyes",Allergic Rhinitis
"runny nose, facial pain, nasal congestion",Sinusitis
"chest pain, shortness of breath",Pneumonia
"facial pain, runny nose",Sinusitis
"high fever, rash",Dengue
"chest pain, cough",Pneumonia
"sweats, chills",Malaria
"fatigue, high fever",COVID-19
"headache, sensitivity to light, stiff neck, high fever",Meningitis
"rash, loss of appetite, fever",Chickenpox
"sore throat, runny nose, sneezing",Common Cold
"facial pain, nasal congestion, runny nose, headache",Sinusitis
"fever, sore throat",Flu
"high fever, sensitivity to light, stiff neck",Meningitis
"diarrhea, nausea, vomiting",Gastroenteritis
"chills, fever, cough, fatigue, muscle pain",Flu
"rash, fatigue, loss of appetite",Chickenpox
"fatigue, chest discomfort",Bronchitis
"nasal congestion, headache",Sinusitis
"coughing, shortness of breath, chest tightness",Asthma
"loss of taste, high fever, fatigue",COVID-19
"runny nose, sneezing, mild headache",Common Cold
"loss of taste, dry cough, fatigue, high fever, shortness of breath",COVID-19
"nausea, chills",Malaria
"nausea, chills, sweats, headache, high fever",Malaria
"diarrhea, nausea, abdominal pain, fever, vomiting",Gastroenteritis
"vomiting, light sensitivity, nausea",Migraine
"headache, runny nose",Sinusitis
"headache, sweats, nausea, chills, high fever",Malaria
"headache, sensitivity to light",Meningitis
"chest discomfort, fatigue",Bronchitis
"rash, fever, fatigue",Chickenpox
"headache, muscle pain, high fever, joint pain, rash",Dengue
"headache, facial pain, nasal congestion",Sinusitis
"nausea, vomiting, abdominal pain, diarrhea",Gastroenteritis
"nausea, sweats, chills, headache, high fever",Malaria
"light sensitivity, dizziness, headache, vomiting",Migraine
"light sensitivity, nausea, headache, dizziness",Migraine
"vomiting, diarrhea, abdominal pain, nausea, fever",Gastroenteritis
"nausea, vomiting",Gastroenteritis
"fever, loss of appetite, fatigue, rash",Chickenpox
"chest pain, persistent cough",Tuberculosis
"sneezing, itchy eyes, nasal congestion, runny nose",Allergic Rhinitis
"muscle pain, headache, rash, high fever, joint pain",Dengue
"headache, runny nose",Sinusitis
"shortness of breath, cough",Pneumonia
"chills, sweats, nausea, high fever",Malaria
"weight loss, night sweats, persistent cough, chest pain",Tuberculosis
"nasal congestion, sneezing, runny nose",Allergic Rhinitis
"fatigue, shortness of breath, high fever, loss of taste",COVID-19
"loss of taste, shortness of breath, fatigue, dry cough",COVID-19
"persistent cough, chest pain",Tuberculosis
"nasal congestion, facial pain",Sinusitis
"sweats, nausea, high fever",Malaria
"nausea, diarrhea, abdominal pain, fever, vomiting",Gastroenteritis
"sneezing, mild headache, sore throat, runny nose",Common Cold
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"sweats, high fever",Malaria
"runny nose, headache, nasal congestion",Sinusitis
"headache, nasal congestion, facial pain, runny nose",Sinusitis
"sore throat, muscle pain",Flu
"headache, high fever",Malaria
"chest tightness, shortness of breath",Asthma
"fatigue, fever, cough, sore throat",Flu
"itchy eyes, runny nose",Allergic Rhinitis
"nausea, chills, headache, high fever, sweats",Malaria
"headache, light sensitivity, dizziness",Migraine
"nausea, dizziness",Migraine
"wheezing, chest tightness, shortness of breath, coughing",Asthma
"shortness of breath, wheezing, chest tightness",Asthma
"headache, nasal congestion",Sinusitis
"chest tightness, shortness of breath, wheezing, coughing",Asthma
"shortness of breath, cough, fever",Pneumonia
"fever, loss of appetite",Chickenpox
"abdominal pain, nausea",Gastroenteritis
"nausea, headache",Malaria
"vomiting, light sensitivity, nausea, dizziness",Migraine
"cough, fever, shortness of breath",Pneumonia
"high fever, headache, chills, nausea, sweats",Malaria
"fever, vomiting",Gastroenteritis
"headache, facial pain, nasal congestion, runny nose",Sinusitis
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"loss of taste, high fever, fatigue, dry cough, shortness of breath",COVID-19
"nasal congestion, sneezing, itchy eyes, runny nose",Allergic Rhinitis
"loss of appetite, fever, rash, fatigue",Chickenpox
"chest tightness, shortness of breath, wheezing, coughing",Asthma
"abdominal pain, fever, vomiting, nausea",Gastroenteritis
"vomiting, light sensitivity",Migraine
"chest pain, weight loss",Tuberculosis
"chest pain, night sweats",Tuberculosis
"headache, high fever",Malaria
"headache, nausea, chills",Malaria
"sneezing, mild headache, sore throat, runny nose",Common Cold
"dizziness, headache, nausea, light sensitivity",Migraine
"mild headache, sneezing, runny nose",Common Cold
"muscle pain, rash, joint pain, headache, high fever",Dengue
"nausea, chills, headache, sweats, high fever",Malaria
"night sweats, persistent cough",Tuberculosis
"fever, vomiting, abdominal pain",Gastroenteritis
"stiff neck, headache",Meningitis
"vomiting, nausea",Migraine
"shortness of breath, chest tightness, coughing",Asthma
"runny nose, sore throat",Common Cold
"wheezing, chest tightness, coughing",Asthma
"stiff neck, sensitivity to light, high fever, headache",Meningitis
"runny nose, headache, nasal congestion, facial pain",Sinusitis
"nausea, abdominal pain, vomiting",Gastroenteritis
"fever, chest pain, shortness of breath",Pneumonia
"headache, dizziness, vomiting",Migraine
"headache, nausea",Migraine
"high fever, sensitivity to light, headache, stiff neck",Meningitis
"shortness of breath, fever, chest pain",Pneumonia
"loss of appetite, fever, fatigue",Chickenpox
"nasal congestion, runny nose, sneezing, itchy eyes",Allergic Rhinitis
"headache, nausea, sweats",Malaria
"sore throat, mild headache, sneezing",Common Cold
"diarrhea, fever, nausea, vomiting",Gastroenteritis
"fatigue, dry cough, loss of taste, high fever",COVID-19
"shortness of breath, dry cough",COVID-19
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"headache, sensitivity to light, high fever",Meningitis
"chest tightness, coughing, shortness of breath, wheezing",Asthma
"sore throat, cough",Flu
"chest tightness, shortness of breath, wheezing, coughing",Asthma
"high fever, headache, stiff neck, sensitivity to light",Meningitis
"rash, fever, fatigue, loss of appetite",Chickenpox
"sneezing, runny nose, mild headache",Common Cold
"chills, headache, sweats, high fever, nausea",Malaria
"chills, cough, fever, sore throat",Flu
"weight loss, persistent cough",Tuberculosis
"chills, sore throat, fever",Flu
"cough, fatigue",Flu
"sneezing, mild headache",Common Cold
"fatigue, fever, rash",Chickenpox
"sweats, nausea, headache, high fever",Malaria
"shortness of breath, cough",Pneumonia
"runny nose, itchy eyes, nasal congestion",Allergic Rhinitis
"sneezing, runny nose",Allergic Rhinitis
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"nausea, headache, dizziness, vomiting",Migraine
"rash, fatigue, loss of appetite, fever",Chickenpox
"muscle pain, rash, high fever",Dengue
"headache, sensitivity to light",Meningitis
"sneezing, runny nose",Common Cold
"loss of appetite, fatigue, rash",Chickenpox
"fever, chills, fatigue, muscle pain, sore throat",Flu
"chest pain, shortness of breath, cough",Pneumonia
"headache, vomiting, nausea, light sensitivity, dizziness",Migraine
"sore throat, mild headache, runny nose, sneezing",Common Cold
"sneezing, itchy eyes",Allergic Rhinitis
"muscle pain, cough, fatigue, sore throat",Flu
"persistent cough with mucus, fatigue",Bronchitis
